,1a,2a,3a,4a,3b
2013-03-18,5.79692,5.77141,5.81579,5.78958,19.86694
2013-03-19,5.78917,5.78374,5.84809,5.83689,19.91845
2013-03-20,5.83642,5.81291,5.84995,5.84009,19.89802
2013-03-21,5.8396,5.82843,5.85778,5.83139,20.02314
2013-03-22,5.8318,5.77684,5.85019,5.78458,20.04328
2013-03-23,5.8318,5.77684,5.85019,5.78458,20.04328
2013-03-24,5.8318,5.77684,5.85019,5.78458,20.04328
2013-03-25,5.78417,5.77419,5.85415,5.83191,20.07878
2013-03-26,5.83186,5.81358,5.84851,5.82927,20.10112
2013-03-27,5.82927,5.81458,5.86125,5.85128,20.23117
2013-03-28,5.85128,5.82871,5.88047,5.83334,20.18684
2013-03-29,5.83331,5.82729,5.86165,5.8565,20.13348
2013-03-30,5.83331,5.82729,5.86165,5.8565,20.13348
2013-03-31,5.83331,5.82729,5.86165,5.8565,20.13348
2013-04-01,5.8565,5.80075,5.8602,5.80487,20.12958
2013-04-02,5.80444,5.80231,5.82958,5.82064,20.22342
2013-04-03,5.82069,5.7955,5.8258,5.81363,20.2396
2013-04-04,5.81361,5.77098,5.84489,5.77427,20.25007
2013-04-05,5.77442,5.71007,5.78559,5.72654,19.97588
2013-04-06,5.77442,5.71007,5.78559,5.72654,19.97588
2013-04-07,5.77442,5.71007,5.78559,5.72654,19.97588
2013-04-08,5.72648,5.71666,5.7488,5.73001,19.92072
2013-04-09,5.73001,5.70211,5.74985,5.71246,19.80858
2013-04-10,5.71246,5.69963,5.75697,5.74618,19.84543
2013-04-11,5.74618,5.6903,5.7472,5.70089,19.8347
2013-04-12,5.70092,5.69765,5.74041,5.72702,19.83019
2013-04-13,5.70092,5.69765,5.74041,5.72702,19.83019
2013-04-14,5.70092,5.69765,5.74041,5.72702,19.83019
2013-04-15,5.727,5.72203,5.76398,5.74951,19.84984
2013-04-16,5.74951,5.71221,5.77562,5.72929,19.8553
2013-04-17,5.72929,5.71702,5.81477,5.79715,19.8547
2013-04-18,5.79714,5.78016,5.8348,5.81359,19.85007
2013-04-19,5.81359,5.78009,5.8243,5.80338,19.79804
2013-04-20,5.81359,5.78009,5.8243,5.80338,19.79804
2013-04-21,5.81359,5.78009,5.8243,5.80338,19.79804
2013-04-22,5.80337,5.80138,5.86618,5.8619,19.91989
2013-04-23,5.8619,5.84539,5.92469,5.91915,20.01125
2013-04-24,5.91915,5.87256,5.93491,5.87843,20.00214
2013-04-25,5.87845,5.84202,5.8859,5.85778,19.87693
2013-04-26,5.85775,5.83302,5.87275,5.84349,19.84283
2013-04-27,5.85775,5.83302,5.87275,5.84349,19.84283
2013-04-28,5.85775,5.83302,5.87275,5.84349,19.84283
2013-04-29,5.84349,5.80042,5.84863,5.81036,19.70598
2013-04-30,5.81036,5.75408,5.84064,5.7687,19.73396
2013-05-01,5.76872,5.71969,5.77269,5.76407,19.57274
2013-05-02,5.76416,5.73739,5.80548,5.79763,19.65135
2013-05-03,5.79763,5.77438,5.83208,5.7981,19.63379
2013-05-04,5.79763,5.77438,5.83208,5.7981,19.63379
2013-05-05,5.79763,5.77438,5.83208,5.7981,19.63379
2013-05-06,5.7981,5.79539,5.8385,5.83484,19.66887
2013-05-07,5.83484,5.81718,5.85367,5.8333,19.77353
2013-05-08,5.83324,5.73216,5.85498,5.74007,19.76748
2013-05-09,5.74007,5.7197,5.79603,5.77924,19.77813
2013-05-10,5.77922,5.76655,5.8245,5.8067,19.98024
2013-05-11,5.77922,5.76655,5.8245,5.8067,19.98024
2013-05-12,5.77922,5.76655,5.8245,5.8067,19.98024
2013-05-13,5.8067,5.77441,5.8261,5.7866,19.96049
2013-05-14,5.78663,5.78102,5.83825,5.82998,20.02224
2013-05-15,5.82998,5.82604,5.87136,5.8486,20.25885
2013-05-16,5.8486,5.80293,5.87717,5.84313,20.23838
2013-05-17,5.843,5.8381,5.88491,5.85504,20.34463
2013-05-18,5.843,5.8381,5.88491,5.85504,20.34463
2013-05-19,5.843,5.8381,5.88491,5.85504,20.34463
2013-05-20,5.85517,5.8231,5.86374,5.83131,20.35153
2013-05-21,5.83135,5.77189,5.85005,5.79355,20.3634
2013-05-22,5.79355,5.74806,5.84053,5.82955,20.35617
2013-05-23,5.82954,5.81812,5.85337,5.8293,20.38437
2013-05-24,5.82932,5.80018,5.83845,5.82937,20.22574
2013-05-25,5.82932,5.80018,5.83845,5.82937,20.22574
2013-05-26,5.82932,5.80018,5.83845,5.82937,20.22574
2013-05-27,5.82936,5.8187,5.8578,5.8448,20.0991
2013-05-28,5.8448,5.82841,5.89927,5.89481,20.15927
2013-05-29,5.89481,5.85198,5.90281,5.8845,20.16429
2013-05-30,5.88457,5.81831,5.8953,5.83644,19.96655
2013-05-31,5.83647,5.83124,5.88877,5.86009,19.85976
2013-06-01,5.83647,5.83124,5.88877,5.86009,19.85976
2013-06-02,5.83647,5.83124,5.88877,5.86009,19.85976
2013-06-03,5.86009,5.79016,5.87336,5.8087,19.83752
2013-06-04,5.8086,5.79795,5.82569,5.80177,19.80676
2013-06-05,5.80185,5.79795,5.82978,5.8121,19.81618
2013-06-06,5.8121,5.7288,5.81267,5.7397,19.6808
2013-06-07,5.7397,5.73263,5.78255,5.77198,19.4165
2013-06-08,5.7397,5.73263,5.78255,5.77198,19.4165
2013-06-09,5.7397,5.73263,5.78255,5.77198,19.4165
2013-06-10,5.77189,5.74458,5.79431,5.75289,19.51723
2013-06-11,5.7528,5.74943,5.81363,5.77403,19.37548
2013-06-12,5.77406,5.7317,5.78228,5.7554,19.33674
2013-06-13,5.7554,5.73324,5.78617,5.74711,19.34514
2013-06-14,5.74714,5.70337,5.75272,5.72059,19.33908
2013-06-15,5.74714,5.70337,5.75272,5.72059,19.33908
2013-06-16,5.74714,5.70337,5.75272,5.72059,19.33908
2013-06-17,5.72068,5.70773,5.74624,5.74622,19.36721
2013-06-18,5.74625,5.72299,5.7732,5.73656,19.2415
2013-06-19,5.73656,5.71193,5.7913,5.79,19.38041
2013-06-20,5.79,5.77818,6.03729,5.9816,19.65779
2013-06-21,5.9815,5.96227,6.10601,6.07617,19.76971
2013-06-22,5.9815,5.96227,6.10601,6.07617,19.76971
2013-06-23,5.9815,5.96227,6.10601,6.07617,19.76971
2013-06-24,6.07611,6.05422,6.17086,6.12444,19.80525
2013-06-25,6.12492,6.07127,6.13708,6.09468,19.75986
2013-06-26,6.09469,6.05457,6.114,6.08658,19.9435
2013-06-27,6.08665,6.01938,6.09977,6.02784,20.0885
2013-06-28,6.02788,6.01187,6.1063,6.06274,20.0035
2013-06-29,6.02788,6.01187,6.1063,6.06274,20.0035
2013-06-30,6.02788,6.01187,6.1063,6.06274,20.0035
2013-07-01,6.06275,6.04933,6.119,6.11507,19.98443
2013-07-02,6.11503,6.07226,6.1255,6.1117,20.10232
2013-07-03,6.1117,6.07824,6.13982,6.1077,20.13525
2013-07-04,6.1078,6.08685,6.13975,6.10779,20.18759
2013-07-05,6.10779,6.09771,6.26412,6.25525,20.24778
2013-07-06,6.10779,6.09771,6.26412,6.25525,20.24778
2013-07-07,6.10779,6.09771,6.26412,6.25525,20.24778
2013-07-08,6.25525,6.13616,6.26033,6.14618,20.3135
2013-07-09,6.14574,6.12198,6.20507,6.1753,20.28313
2013-07-10,6.17571,5.9611,6.19002,6.0119,20.23437
2013-07-11,6.01192,5.99389,6.10761,6.05396,19.95429
2013-07-12,6.05354,6.02401,6.08458,6.05205,19.976
2013-07-13,6.05354,6.02401,6.08458,6.05205,19.976
2013-07-14,6.05354,6.02401,6.08458,6.05205,19.976
2013-07-15,6.05248,6.04791,6.09633,6.0639,20.018
2013-07-16,6.06379,5.97993,6.06653,5.99352,19.91525
2013-07-17,5.99303,5.96151,6.01674,6.00199,19.807
2013-07-18,6.0017,5.96421,6.01181,5.97093,19.8275
2013-07-19,5.97106,5.9586,5.99923,5.96847,19.808
2013-07-20,5.97106,5.9586,5.99923,5.96847,19.808
2013-07-21,5.97106,5.9586,5.99923,5.96847,19.808
2013-07-22,5.96847,5.9208,5.97205,5.93883,19.74655
2013-07-23,5.93883,5.86509,5.94301,5.88155,19.76416
2013-07-24,5.88155,5.87088,5.9406,5.9307,19.66533
2013-07-25,5.9307,5.8955,5.95147,5.89905,19.69125
2013-07-26,5.89952,5.885,5.93662,5.8993,19.5745
2013-07-27,5.89952,5.885,5.93662,5.8993,19.5745
2013-07-28,5.89952,5.885,5.93662,5.8993,19.5745
2013-07-29,5.89932,5.89692,5.94782,5.94518,19.54858
2013-07-30,5.94519,5.91974,5.95544,5.93169,19.53095
2013-07-31,5.93127,5.87537,5.9553,5.90294,19.5647
2013-08-01,5.90305,5.89862,5.95748,5.94458,19.6915
2013-08-02,5.94458,5.91497,5.96574,5.93498,19.69425
2013-08-03,5.94458,5.91497,5.96574,5.93498,19.69425
2013-08-04,5.94458,5.91497,5.96574,5.93498,19.69425
2013-08-05,5.93456,5.9009,5.9533,5.91567,19.57725
2013-08-06,5.91563,5.90451,5.94162,5.91849,19.58325
2013-08-07,5.91849,5.8926,5.94687,5.9026,19.58509
2013-08-08,5.90266,5.88641,5.91206,5.90322,19.43186
2013-08-09,5.90277,5.83661,5.9202,5.86977,19.40183
2013-08-10,5.90277,5.83661,5.9202,5.86977,19.40183
2013-08-11,5.90277,5.83661,5.9202,5.86977,19.40183
2013-08-12,5.87008,5.85951,5.88144,5.86174,19.496
2013-08-13,5.86176,5.8481,5.91261,5.88582,19.5505
2013-08-14,5.8858,5.85921,5.90645,5.87156,19.51263
2013-08-15,5.87162,5.86704,5.9663,5.9074,19.55159
2013-08-16,5.9075,5.89608,5.92487,5.9088,19.3865
2013-08-17,5.9075,5.89608,5.92487,5.9088,19.3865
2013-08-18,5.9075,5.89608,5.92487,5.9088,19.3865
2013-08-19,5.9088,5.90011,5.92609,5.9137,19.3815
2013-08-20,5.9137,5.88385,5.99406,5.95457,19.40982
2013-08-21,5.9546,5.9501,6.08656,6.07682,19.29409
2013-08-22,6.077,6.06024,6.12378,6.0963,19.33722
2013-08-23,6.0963,6.00311,6.11462,6.01239,19.2615
2013-08-24,6.0963,6.00311,6.11462,6.01239,19.2615
2013-08-25,6.0963,6.00311,6.11462,6.01239,19.2615
2013-08-26,6.01239,6.0086,6.05401,6.03462,19.20945
2013-08-27,6.03462,5.99685,6.06914,6.01151,19.3185
2013-08-28,6.01154,6.00886,6.07023,6.03873,19.30166
2013-08-29,6.03914,6.03914,6.1107,6.0867,19.45646
2013-08-30,6.0867,6.07642,6.1303,6.1114,19.54856
2013-08-31,6.0867,6.07642,6.1303,6.1114,19.54856
2013-09-01,6.0867,6.07642,6.1303,6.1114,19.54856
2013-09-02,6.1114,6.03719,6.11997,6.0812,19.4855
2013-09-03,6.08118,6.06439,6.0932,6.07211,19.6295
2013-09-04,6.07204,6.05548,6.0921,6.06676,19.59265
2013-09-05,6.06673,6.06513,6.1401,6.11363,19.6445
2013-09-06,6.11331,6.06076,6.12553,6.06938,19.66999
2013-09-07,6.11331,6.06076,6.12553,6.06938,19.66999
2013-09-08,6.11331,6.06076,6.12553,6.06938,19.66999
2013-09-09,6.06951,6.00106,6.09228,6.00438,19.59458
2013-09-10,6.00441,5.91148,6.03695,5.91991,19.53345
2013-09-11,5.91987,5.90217,5.93698,5.9112,19.47932
2013-09-12,5.91101,5.87601,5.92624,5.88761,19.45497
2013-09-13,5.88752,5.8857,5.9419,5.89734,19.4536
2013-09-14,5.88752,5.8857,5.9419,5.89734,19.4536
2013-09-15,5.88752,5.8857,5.9419,5.89734,19.4536
2013-09-16,5.89739,5.86109,5.91808,5.91236,19.31536
2013-09-17,5.91238,5.88259,5.91418,5.90784,19.2995
2013-09-18,5.90784,5.8106,5.92246,5.81545,19.3605
2013-09-19,5.81542,5.74453,5.83625,5.8256,19.0672
2013-09-20,5.8255,5.81537,5.94545,5.9234,19.1395
2013-09-21,5.8255,5.81537,5.94545,5.9234,19.1395
2013-09-22,5.8255,5.81537,5.94545,5.9234,19.1395
2013-09-23,5.9234,5.88962,5.92825,5.9155,19.26049
2013-09-24,5.91549,5.90416,5.9926,5.97072,19.25674
2013-09-25,5.97072,5.96361,6.04626,6.0017,19.22349
2013-09-26,6.00195,5.96977,6.01174,5.9789,19.17825
2013-09-27,5.9789,5.95183,6.0077,5.98442,19.04811
2013-09-28,5.9789,5.95183,6.0077,5.98442,19.04811
2013-09-29,5.9789,5.95183,6.0077,5.98442,19.04811
2013-09-30,5.98444,5.97529,6.02587,6.00144,19.0723
2013-10-01,6.00145,5.94208,6.02185,5.99279,18.97691
2013-10-02,5.99286,5.97546,6.02844,5.99958,18.9775
2013-10-03,5.9996,5.94182,6.01201,5.9488,18.82525
2013-10-04,5.9488,5.94636,5.97979,5.97115,18.89171
2013-10-05,5.9488,5.94636,5.97979,5.97115,18.89171
2013-10-06,5.9488,5.94636,5.97979,5.97115,18.89171
2013-10-07,5.97118,5.93791,5.9961,5.96887,18.83796
2013-10-08,5.96905,5.94475,5.9804,5.9746,18.82595
2013-10-09,5.97457,5.9709,6.01406,6.00969,18.97151
2013-10-10,6.00969,5.98774,6.07253,6.0298,18.9715
2013-10-11,6.0298,5.99002,6.03286,5.9916,18.8699
2013-10-12,6.0298,5.99002,6.03286,5.9916,18.8699
2013-10-13,6.0298,5.99002,6.03286,5.9916,18.8699
2013-10-14,5.99158,5.9679,6.00744,5.97589,18.8455
2013-10-15,5.97609,5.96819,6.0385,6.02018,19.0055
2013-10-16,6.02018,5.98509,6.02988,5.98718,19.0655
2013-10-17,5.98718,5.91417,5.99305,5.93102,18.9505
2013-10-18,5.93093,5.8967,5.93535,5.90542,18.87125
2013-10-19,5.93093,5.8967,5.93535,5.90542,18.87125
2013-10-20,5.93093,5.8967,5.93535,5.90542,18.87125
2013-10-21,5.90542,5.9027,5.92726,5.92184,18.88397
2013-10-22,5.92183,5.88309,5.95028,5.8967,18.8705
2013-10-23,5.89678,5.89497,5.92344,5.90894,18.78725
2013-10-24,5.90888,5.86895,5.92052,5.89254,18.72358
2013-10-25,5.89258,5.87016,5.9121,5.8827,18.68825
2013-10-26,5.89258,5.87016,5.9121,5.8827,18.68825
2013-10-27,5.89258,5.87016,5.9121,5.8827,18.68825
2013-10-28,5.8827,5.86892,5.9069,5.90505,18.67443
2013-10-29,5.9051,5.87633,5.91186,5.89889,18.7515
2013-10-30,5.89898,5.85887,5.91813,5.9082,18.78714
2013-10-31,5.908,5.89758,5.96064,5.955,19.02345
2013-11-01,5.955,5.93172,5.9815,5.96535,19.2065
2013-11-02,5.955,5.93172,5.9815,5.96535,19.2065
2013-11-03,5.955,5.93172,5.9815,5.96535,19.2065
2013-11-04,5.96535,5.93287,5.9679,5.96419,19.16458
2013-11-05,5.96415,5.95499,5.9937,5.96712,19.2015
2013-11-06,5.96708,5.94571,5.97755,5.95456,19.15222
2013-11-07,5.95456,5.94779,6.06065,6.0463,20.222
2013-11-08,6.04938,6.03749,6.1806,6.14103,20.24084
2013-11-09,6.04938,6.03749,6.1806,6.14103,20.24084
2013-11-10,6.04938,6.03749,6.1806,6.14103,20.24084
2013-11-11,6.14103,6.10399,6.15637,6.1532,20.2145
2013-11-12,6.1532,6.14922,6.22159,6.19202,20.2105
2013-11-13,6.19204,6.15613,6.2198,6.16963,20.2085
2013-11-14,6.16963,6.1474,6.21089,6.15301,20.24125
2013-11-15,6.15283,6.09964,6.1572,6.11192,20.212
2013-11-16,6.15283,6.09964,6.1572,6.11192,20.212
2013-11-17,6.15283,6.09964,6.1572,6.11192,20.212
2013-11-18,6.11149,6.10228,6.1317,6.1256,20.12229
2013-11-19,6.1258,6.06919,6.1261,6.09047,20.2676
2013-11-20,6.09047,6.0691,6.13283,6.1305,20.32413
2013-11-21,6.13057,6.08171,6.13979,6.09762,20.3515
2013-11-22,6.09803,6.05125,6.10223,6.07122,20.21077
2013-11-23,6.09803,6.05125,6.10223,6.07122,20.21077
2013-11-24,6.09803,6.05125,6.10223,6.07122,20.21077
2013-11-25,6.07123,6.0698,6.13892,6.0901,20.21896
2013-11-26,6.0901,6.08046,6.13238,6.08359,20.20365
2013-11-27,6.08361,6.06128,6.11256,6.1001,20.15234
2013-11-28,6.10014,6.08127,6.10727,6.0838,20.1435
2013-11-29,6.08377,6.08072,6.13739,6.11634,20.14519
2013-11-30,6.08377,6.08072,6.13739,6.11634,20.14519
2013-12-01,6.08377,6.08072,6.13739,6.11634,20.14519
2013-12-02,6.11629,6.05641,6.16086,6.1206,20.2845
2013-12-03,6.1206,6.08419,6.1291,6.09953,20.2725
2013-12-04,6.09959,6.09826,6.1654,6.1431,20.28677
2013-12-05,6.1431,6.08405,6.20702,6.14994,20.25759
2013-12-06,6.14995,6.13009,6.19404,6.14411,20.17438
2013-12-07,6.14995,6.13009,6.19404,6.14411,20.17438
2013-12-08,6.14995,6.13009,6.19404,6.14411,20.17438
2013-12-09,6.14411,6.1187,6.15747,6.1255,20.0505
2013-12-10,6.1257,6.0915,6.14023,6.10809,19.98387
2013-12-11,6.10819,6.10126,6.14916,6.13719,19.95549
2013-12-12,6.13721,6.12853,6.21439,6.19773,19.99804
2013-12-13,6.19771,6.1722,6.2117,6.18706,20.0985
2013-12-14,6.19771,6.1722,6.2117,6.18706,20.0985
2013-12-15,6.19771,6.1722,6.2117,6.18706,20.0985
2013-12-16,6.18704,6.11804,6.18752,6.1433,20.0595
2013-12-17,6.1433,6.1029,6.16061,6.1093,20.18523
2013-12-18,6.10932,6.07825,6.1505,6.14015,20.23746
2013-12-19,6.14015,6.10692,6.17079,6.1523,20.2755
2013-12-20,6.1522,6.13885,6.17723,6.1559,20.2875
2013-12-21,6.1522,6.13885,6.17723,6.1559,20.2875
2013-12-22,6.1522,6.13885,6.17723,6.1559,20.2875
2013-12-23,6.15589,6.12433,6.17166,6.1457,20.1795
2013-12-24,6.1457,6.13983,6.17949,6.14236,20.1545
2013-12-25,6.1457,6.13983,6.17949,6.14236,20.1545
2013-12-26,6.14376,6.11371,6.16447,6.11576,20.1195
2013-12-27,6.11576,6.08128,6.1513,6.14476,20.0205
2013-12-28,6.11576,6.08128,6.1513,6.14476,20.0205
2013-12-29,6.11576,6.08128,6.1513,6.14476,20.0205
2013-12-30,6.14479,6.06201,6.15421,6.07371,19.9835
2013-12-31,6.07373,6.05767,6.0902,6.05944,19.9155
2014-01-01,6.07373,6.05767,6.0902,6.05944,19.9155
2014-01-02,6.08135,6.0747,6.17419,6.15902,20.1815
2014-01-03,6.15907,6.1147,6.16916,6.15702,20.27433
2014-01-04,6.15907,6.1147,6.16916,6.15702,20.27433
2014-01-05,6.15907,6.1147,6.16916,6.15702,20.27433
2014-01-06,6.15843,6.14629,6.1873,6.1697,20.28175
2014-01-07,6.16969,6.14296,6.1849,6.15781,20.1995
2014-01-08,6.15782,6.15645,6.21909,6.1971,20.2485
2014-01-09,6.1971,6.1609,6.21279,6.16486,20.23708
2014-01-10,6.1649,6.12599,6.19493,6.13765,20.1625
2014-01-11,6.1649,6.12599,6.19493,6.13765,20.1625
2014-01-12,6.1649,6.12599,6.19493,6.13765,20.1625
2014-01-13,6.13767,6.11229,6.15023,6.11996,20.0835
2014-01-14,6.12,6.07627,6.1361,6.09856,20.10083
2014-01-15,6.0986,6.08381,6.14277,6.125,20.1965
2014-01-16,6.12498,6.11739,6.1984,6.18172,20.2315
2014-01-17,6.18172,6.14727,6.19683,6.16511,20.31426
2014-01-18,6.18172,6.14727,6.19683,6.16511,20.31426
2014-01-19,6.18172,6.14727,6.19683,6.16511,20.31426
2014-01-20,6.16511,6.14503,6.1914,6.1777,20.32543
2014-01-21,6.1777,6.15821,6.1999,6.17016,20.3765
2014-01-22,6.17014,6.14972,6.18729,6.1642,20.34335
2014-01-23,6.1642,6.0813,6.16757,6.09,20.30849
2014-01-24,6.09,6.08402,6.15758,6.13693,20.1455
2014-01-25,6.09,6.08402,6.15758,6.13693,20.1455
2014-01-26,6.09,6.08402,6.15758,6.13693,20.1455
2014-01-27,6.13678,6.13365,6.18943,6.14598,20.13114
2014-01-28,6.14599,6.12157,6.1623,6.12847,20.16816
2014-01-29,6.1285,6.1171,6.21546,6.16989,20.2405
2014-01-30,6.1703,6.15775,6.25256,6.24848,20.37105
2014-01-31,6.2485,6.22733,6.30231,6.27479,20.43762
2014-02-01,6.2485,6.22733,6.30231,6.27479,20.43762
2014-02-02,6.2485,6.22733,6.30231,6.27479,20.43762
2014-02-03,6.27487,6.24588,6.29463,6.2883,20.42214
2014-02-04,6.28828,6.27105,6.313,6.28506,20.4275
2014-02-05,6.28506,6.22401,6.29511,6.23369,20.3985
2014-02-06,6.23367,6.18943,6.24495,6.21196,20.40618
2014-02-07,6.21202,6.16341,6.23123,6.17468,20.3025
2014-02-08,6.21202,6.16341,6.23123,6.17468,20.3025
2014-02-09,6.21202,6.16341,6.23123,6.17468,20.3025
2014-02-10,6.1746,6.1159,6.18797,6.12192,20.2125
2014-02-11,6.12192,6.10612,6.14074,6.12625,20.1645
2014-02-12,6.12635,6.10496,6.15161,6.109,20.2935
2014-02-13,6.10896,6.0865,6.1169,6.10109,20.2205
2014-02-14,6.10105,6.06508,6.1067,6.07192,20.0935
2014-02-15,6.10105,6.06508,6.1067,6.07192,20.0935
2014-02-16,6.10105,6.06508,6.1067,6.07192,20.0935
2014-02-17,6.07194,6.06842,6.08554,6.07412,20.0125
2014-02-18,6.07417,6.0307,6.08518,6.03613,19.9975
2014-02-19,6.0361,6.02963,6.0804,6.0698,19.9655
2014-02-20,6.0698,6.06133,6.12068,6.09472,20.01675
2014-02-21,6.09495,6.06568,6.11589,6.0706,19.99702
2014-02-22,6.09495,6.06568,6.11589,6.0706,19.99702
2014-02-23,6.09495,6.06568,6.11589,6.0706,19.99702
2014-02-24,6.0705,6.02241,6.07332,6.0314,19.9495
2014-02-25,6.0314,6.00866,6.04837,6.04234,19.921
2014-02-26,6.0423,6.03349,6.06912,6.05161,20.0086
2014-02-27,6.05161,6.03382,6.06563,6.04331,20.0505
2014-02-28,6.04334,5.9811,6.0445,6.0036,19.96185
2014-03-01,6.04334,5.9811,6.0445,6.0036,19.96185
2014-03-02,6.04334,5.9811,6.0445,6.0036,19.96185
2014-03-03,6.0037,6.00068,6.0569,6.0509,19.92413
2014-03-04,6.0509,5.98927,6.0529,6.01322,19.92607
2014-03-05,6.01327,5.98461,6.02296,5.9903,19.94755
2014-03-06,5.9903,5.96337,5.99926,5.9728,19.93514
2014-03-07,5.9728,5.95302,5.99522,5.9788,19.72986
2014-03-08,5.9728,5.95302,5.99522,5.9788,19.72986
2014-03-09,5.9728,5.95302,5.99522,5.9788,19.72986
2014-03-10,5.97876,5.95134,5.98601,5.9564,19.7315
2014-03-11,5.95645,5.94212,5.966,5.95487,19.7635
2014-03-12,5.95491,5.9414,5.98544,5.9485,19.76431
2014-03-13,5.9485,5.91078,5.98122,5.97583,19.74311
2014-03-14,5.97588,5.95249,5.9912,5.97211,19.7305
2014-03-15,5.97588,5.95249,5.9912,5.97211,19.7305
2014-03-16,5.97588,5.95249,5.9912,5.97211,19.7305
2014-03-17,5.97201,5.92742,5.98442,5.95001,19.7429
2014-03-18,5.95,5.94723,5.98185,5.9538,19.7345
2014-03-19,5.95382,5.94791,6.05073,6.04736,19.8995
2014-03-20,6.04739,6.02822,6.0865,6.0538,19.9785
2014-03-21,6.0537,6.04323,6.08602,6.05,19.95243
2014-03-22,6.0537,6.04323,6.08602,6.05,19.95243
2014-03-23,6.0537,6.04323,6.08602,6.05,19.95243
2014-03-24,6.05,5.99799,6.07074,6.01748,19.9365
2014-03-25,6.01745,6.01093,6.05684,6.03422,19.9115
2014-03-26,6.03426,6.02495,6.05226,6.04985,19.9095
2014-03-27,6.04987,5.98695,6.07085,5.9975,19.9505
2014-03-28,5.99753,5.98244,6.02254,6.00617,19.97544
2014-03-29,5.99753,5.98244,6.02254,6.00617,19.97544
2014-03-30,5.99753,5.98244,6.02254,6.00617,19.97544
2014-03-31,6.00605,5.9778,6.01627,5.98165,19.97817
2014-04-01,5.98161,5.95659,5.9943,5.97815,19.9315
2014-04-02,5.97814,5.94879,5.98651,5.97238,19.95083
2014-04-03,5.97245,5.96323,6.01335,6.00713,20.0248
2014-04-04,6.00711,5.97342,6.01581,5.99479,20.06476
2014-04-05,6.00711,5.97342,6.01581,5.99479,20.06476
2014-04-06,6.00711,5.97342,6.01581,5.99479,20.06476
2014-04-07,5.99482,5.98256,6.0128,5.9887,20.01909
2014-04-08,5.9887,5.96118,5.99254,5.97328,19.951
2014-04-09,5.97329,5.92576,5.9756,5.937,19.88992
2014-04-10,5.937,5.9105,5.9564,5.92363,19.81338
2014-04-11,5.92362,5.91627,5.95838,5.94119,19.8145
2014-04-12,5.92362,5.91627,5.95838,5.94119,19.8145
2014-04-13,5.92362,5.91627,5.95838,5.94119,19.8145
2014-04-14,5.94119,5.94013,5.97259,5.96257,19.88488
2014-04-15,5.96257,5.94558,5.972,5.94803,19.9121
2014-04-16,5.94793,5.9402,5.98,5.9711,19.89889
2014-04-17,5.97116,5.95982,5.99123,5.98437,19.8875
2014-04-18,5.98447,5.97716,5.98741,5.9832,19.8705
2014-04-19,5.98447,5.97716,5.98741,5.9832,19.8705
2014-04-20,5.98447,5.97716,5.98741,5.9832,19.8705
2014-04-21,5.9831,5.96734,6.00644,5.98638,19.91081
2014-04-22,5.98635,5.9686,5.99579,5.97964,19.91249
2014-04-23,5.97948,5.97085,6.00462,5.98633,19.9062
2014-04-24,5.98629,5.9777,6.00701,5.99164,19.88783
2014-04-25,5.99169,5.97892,6.02321,6.01364,19.85192
2014-04-26,5.99169,5.97892,6.02321,6.01364,19.85192
2014-04-27,5.99169,5.97892,6.02321,6.01364,19.85192
2014-04-28,6.01362,5.99091,6.01811,5.99145,19.84718
2014-04-29,5.99145,5.97831,6.0154,6.00518,19.87197
2014-04-30,6.00522,5.9386,6.01316,5.94016,19.91234
2014-05-01,5.94019,5.93223,5.94996,5.94875,19.80434
2014-05-02,5.94875,5.9238,5.96983,5.93868,19.86471
2014-05-03,5.94875,5.9238,5.96983,5.93868,19.86471
2014-05-04,5.94875,5.9238,5.96983,5.93868,19.86471
2014-05-05,5.93868,5.93306,5.96327,5.95168,19.78559
2014-05-06,5.95168,5.90624,5.95435,5.92345,19.76449
2014-05-07,5.92345,5.89499,5.93373,5.90499,19.707
2014-05-08,5.90499,5.84773,5.90913,5.89583,19.7935
2014-05-09,5.89583,5.86576,5.91851,5.91023,19.9155
2014-05-10,5.89583,5.86576,5.91851,5.91023,19.9155
2014-05-11,5.89583,5.86576,5.91851,5.91023,19.9155
2014-05-12,5.91022,5.90202,5.92553,5.91771,19.9245
2014-05-13,5.91771,5.90533,5.93487,5.91318,20.01775
2014-05-14,5.91327,5.9091,5.9296,5.92093,20.0335
2014-05-15,5.92093,5.92057,5.95147,5.94406,20.10147
2014-05-16,5.94406,5.92705,5.95481,5.93045,20.05122
2014-05-17,5.94406,5.92705,5.95481,5.93045,20.05122
2014-05-18,5.94406,5.92705,5.95481,5.93045,20.05122
2014-05-19,5.93035,5.91929,5.94298,5.92925,20.06804
2014-05-20,5.92913,5.92272,5.95838,5.9563,20.0795
2014-05-21,5.95639,5.94035,5.96371,5.94785,20.1318
2014-05-22,5.94794,5.92659,5.95606,5.95327,20.1177
2014-05-23,5.95328,5.94948,5.9691,5.9643,20.15277
2014-05-24,5.95328,5.94948,5.9691,5.9643,20.15277
2014-05-25,5.95328,5.94948,5.9691,5.9643,20.15277
2014-05-26,5.9643,5.948,5.96552,5.95476,20.12625
2014-05-27,5.95473,5.94546,5.96937,5.95285,20.14536
2014-05-28,5.95285,5.93899,5.9757,5.95687,20.22496
2014-05-29,5.95705,5.94212,5.97209,5.96405,20.2295
